,date,min,max,mean,stDev,min_clm,max_clm,mean_clm,stDev_clm
0,2021-09-02,-0.8230088353157043,1.0,0.29181240702628974,0.31098632279634864,0.0,1.0,0.8493545729195291,0.3577029247577034
1,2021-09-04,0.011550900526344776,0.10120897740125656,0.034924421036747345,0.010292911363402041,1.0,1.0,1.0,0.0
2,2021-09-07,-0.26959848403930664,1.0,0.3596956456489782,0.2989794834274738,0.0,1.0,0.7355122219170577,0.4410600790455782
3,2021-09-09,-0.5864864587783813,1.0,0.6656477559933299,0.21573148329692185,0.0,1.0,0.058500411974732214,0.23468726802602388
4,2021-09-12,0.021204285323619843,0.04455975443124771,0.030904660166380236,0.0046836845198823624,1.0,1.0,1.0,0.0
5,2021-09-14,-0.9714285731315613,1.0,0.36958823898114235,0.3573783180147406,0.0,1.0,0.7017302938753048,0.4574985120554843
6,2021-09-17,-0.12018561363220215,0.960644006729126,0.5342836302200471,0.1575288590456075,0.0,1.0,0.7724526229057956,0.4192488142759047
7,2021-09-19,0.023861967027187347,0.15224292874336243,0.07280793300257098,0.02951738513736295,1.0,1.0,1.0,0.0
8,2021-09-22,-0.186152845621109,1.0,0.6949269602733537,0.20890574249561764,0.0,0.0,0.0,0.0
9,2021-09-24,-0.6883628964424133,1.0,0.7035753203719117,0.22540809354476998,0.0,1.0,0.02018676187860477,0.14063874474504287
10,2021-09-27,-1.0,1.0,0.462797226872478,0.32178220095224286,0.0,1.0,0.4691884456671246,0.4990497451352846
11,2021-09-29,-0.8387909531593323,1.0,0.62009667096107,0.27104470985680174,0.0,1.0,0.24114254325734732,0.42777659717278277
