,date,min,max,mean,stDev,min_clm,max_clm,mean_clm,stDev_clm
0,2021-08-05,-0.8798381686210632,-0.3811870217323303,-0.5662242552179119,0.07288175406153108,1.0,1.0,1.0,0.0
1,2021-08-10,-0.3734302818775177,0.3090079724788666,-0.11690011393291812,0.07255820914916183,1.0,1.0,1.0,0.0
2,2021-08-15,-0.8083479404449463,-0.5595667958259583,-0.713109429230702,0.04175901459220258,1.0,1.0,1.0,0.0
3,2021-08-20,-0.45449358224868774,0.16755172610282898,-0.27952037407654684,0.07618979344558699,1.0,1.0,1.0,0.0
4,2021-08-25,-0.6303665041923523,1.0,-0.12551613634740713,0.1413579339726078,0.0,1.0,0.7582022830685691,0.4281723730206994
5,2021-08-30,-0.45075318217277527,0.4462627172470093,-0.14855115556795162,0.12661690767472117,0.0,1.0,0.9768500039913792,0.15037976490679245
6,2021-09-04,-0.5346502661705017,0.12481406331062317,-0.240541449953191,0.06710408701161531,1.0,1.0,1.0,0.0
7,2021-09-09,-0.7902621626853943,1.0,-0.12661126528384878,0.1598291392113771,0.0,1.0,0.7060748782629508,0.4555580583733642
8,2021-09-14,-1.0,1.0,-0.13322944334681172,0.15675848993419828,0.0,1.0,0.858785024347413,0.34824317122382914
9,2021-09-19,-0.5939300060272217,-0.40421614050865173,-0.5116782504257799,0.049336239070359986,1.0,1.0,1.0,0.0
10,2021-09-24,-1.0,1.0,-0.10643175105718124,0.19516900858387964,0.0,1.0,0.3565897661052132,0.4789921761513889
11,2021-09-29,-0.7872991561889648,1.0,-0.14418617054584074,0.13572392069425088,1.0,1.0,1.0,0.0
