,date,min,max,mean,stDev,min_clm,max_clm,mean_clm,stDev_clm
0,2021-09-02,-0.9557521939277649,1.0,-0.1351003185976429,0.13533215359262582,0.0,1.0,0.6728210246174339,0.46918321948912556
1,2021-09-04,-0.5693222880363464,-0.3217328190803528,-0.49534967613573283,0.037035079464372386,1.0,1.0,1.0,0.0
2,2021-09-07,-0.6579108238220215,0.8989899158477783,-0.14360876656167076,0.12650036725320862,0.0,1.0,0.5402528276779761,0.498377075981556
3,2021-09-09,-0.5589353442192078,0.5768194198608398,-0.13144379664806846,0.15245080227267235,0.0,1.0,0.08300066533599466,0.2758832269090983
4,2021-09-12,-0.6443859934806824,-0.6059351563453674,-0.6225243433268959,0.008570161297440478,1.0,1.0,1.0,0.0
5,2021-09-14,-1.0,1.0,-0.09668695500005156,0.1554225611704162,0.0,1.0,0.5923153692614773,0.49140398105643923
6,2021-09-17,-0.43619322776794434,0.4046653211116791,-0.1658301538510147,0.1403880580958823,0.0,1.0,0.24135063206919466,0.42790244737439315
7,2021-09-19,-0.38486841320991516,-0.1393236666917801,-0.28744880981986354,0.046528118491050506,1.0,1.0,1.0,0.0
8,2021-09-22,-0.5011250376701355,0.496562659740448,-0.1543458294953229,0.16135228461035855,0.0,0.0,0.0,0.0
9,2021-09-24,-0.6937212944030762,1.0,-0.140295567201173,0.1675328579522799,0.0,1.0,0.0014970059880239565,0.03866219032977531
10,2021-09-27,-0.6690211892127991,0.5982844829559326,-0.14316469093357542,0.09548379319812225,0.0,1.0,0.9891810918774975,0.10344979144270983
11,2021-09-29,-1.0,1.0,-0.12209916892444586,0.15609406475656623,0.0,1.0,0.41816367265469134,0.49325735222764927
